State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,4200,4500,4350
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,2600,2800,2700
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,6500,6800,6650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,5800,6000,5900
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,6400,6600,6500
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,3600,3800,3700
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )",Grapes,Annabesahai,Local,26/07/2026,10000,11000,10500
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )","Mousambi(Sweet Lime)",Mousambi,Local,26/07/2026,9500,9800,9650
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,6200,6600,6400
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2600,3000,2800
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,26/07/2026,2600,3000,2800
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )",Pear(Marasebu),Pears,Local,26/07/2026,10000,11000,10500
"Tamil Nadu",Erode,"Sampath Nagar(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,4000,5000,4500
Tripura,Khowai,"Kalyanpur APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,26/07/2026,6000,6200,6100
Tripura,Khowai,"Kalyanpur APMC",Banana,Champa,Medium,26/07/2026,2000,2200,2100
Tripura,Khowai,"Kalyanpur APMC","Green Chilli","Green Chilly",FAQ,26/07/2026,12000,14000,12300
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Onion,Bellary,Local,26/07/2026,3800,3800,3800
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Mango,Safeda,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Cluster beans","Cluster Beans",Local,26/07/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Bitter gourd","Bitter Gourd",Local,26/07/2026,5500,5500,5500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Ashgourd,Gouard,Local,26/07/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,26/07/2026,6500,6500,6500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Ginger(Green),"Green Ginger",Local,26/07/2026,16000,17000,16500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Raddish,Raddish,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)","Green Avare(W)","Green Avare (W)",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Brinjal,Round,Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Tomato,Deshi,Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Ashgourd,Gouard,Local,26/07/2026,1000,1500,1250
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Snakeguard,Snakeguard,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)","Onion Green","Onion Green",Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,4000,4500,4250
"Uttar Pradesh",Lucknow,"Lucknow APMC",Firewood,Firewood,FAQ,26/07/2026,350,350,350
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Banana,Other,Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,1200,1500,1350
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3600,4000,3800
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,5000,5200,5100
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,5500,6000,5750
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Tube Flower","Tube Flower",Local,26/07/2026,60000,70000,65000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Bitter gourd",Other,Local,26/07/2026,8000,9000,8500
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,6000,7000,6500
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,3000,4000,3500
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Green Avare(W)",Other,Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Drumstick,Drumstick,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,1500,2000,1750
"Tamil Nadu",Thiruvannamalai,"Arani(Uzhavar Sandhai )",Yam(Ratalu),"Yam (Ratalu)",Local,26/07/2026,4200,5000,4600
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,20000,24000,22000
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )","Jack Fruit(Ripe)","Jack Fruit",Local,26/07/2026,1600,2000,1800
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Polur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,3300,4000,3650
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Grapes,Annabesahai,Local,26/07/2026,8000,12000,10000
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Mango,Safeda,Local,26/07/2026,5000,6000,5500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Water Melon","Water Melon",Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Thiruvannamalai,"Tiruvannamalai(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,26/07/2026,20000,25000,22500
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,5400,5400,5400
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,5400,5400,5400
"Tamil Nadu",Thiruvarur,"Mannargudi I(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,5400,5400,5400
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2200,2200,2200
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,3800,3800,3800
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,2600,2600,2600
"Tamil Nadu",Thiruvarur,"Mannargudi II(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,7000,7000,7000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Pineapple,"Pine Apple",Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Coconut,Coconut,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,4600,4600,4600
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,26/07/2026,15000,15000,15000
"Tamil Nadu",Thiruvarur,"Tiruthuraipoondi(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Ambattur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )",Brinjal,Round,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Naravarikuppam(Uzhavar Sandhai )",Colacasia,Colacasia,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Potato,"Red Nanital",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,6000,6000,6000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Thiruvellore,"Paruthipattu(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Potato,Other,Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,26/07/2026,3000,3500,3250
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,6500,7000,6750
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,7500,8000,7750
"Tamil Nadu",Tuticorin,"Kovilpatti(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,22000,22000,22000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Papaya,Papaya,Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Ashgourd,Gouard,Local,26/07/2026,2400,2400,2400
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,26/07/2026,3600,3600,3600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,26/07/2026,5600,5600,5600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,5600,5600,5600
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Lime,Lime,Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Gudiyatham(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Garlic,Garlic,Local,26/07/2026,19000,19000,19000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,1800,1800,1800
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,5600,5600,5600
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,26/07/2026,7000,8000,7500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,26/07/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Cabbage,Cabbage,Local,26/07/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Raddish,Raddish,Local,26/07/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,26/07/2026,20000,20000,20000
"Tamil Nadu",Vellore,"Kahithapattarai(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,26/07/2026,16000,16000,16000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,26/07/2026,9000,9000,9000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )",Banana,Besrai,Local,26/07/2026,4000,10000,7000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )",Tomato,Deshi,Local,26/07/2026,2000,2000,2000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,26/07/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,10000,10000,10000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,26/07/2026,8000,8000,8000
"Tamil Nadu",Villupuram,"Villupuram(Uzhavar Sandhai )","Sweet Corn ","Sweet Corn ",Local,26/07/2026,4000,4000,4000
"Uttar Pradesh",Badaun,"Badayoun APMC",Wood,Other,FAQ,26/07/2026,500,500,500
Odisha,Dhenkanal,"Hindol APMC","Banana - Green",Other,"Grade B",26/07/2026,2500,3000,2800
Odisha,Dhenkanal,"Hindol APMC",Potato,Potato,"Grade B",26/07/2026,1400,1600,1500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,26/07/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Bitter gourd",Other,Local,26/07/2026,3200,4000,3600
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2000,2400,2200
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Beetroot,Beetroot,Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,26/07/2026,3500,4200,3850
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Green Avare(W)",Other,Local,26/07/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,26/07/2026,4800,6000,5400
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,26/07/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai )",Lemon,Lemon,Local,26/07/2026,4800,6000,5400
"Uttar Pradesh",Badaun,"Islam Nagar APMC",Maize,Other,FAQ,26/07/2026,1850,1850,1850
"Andhra Pradesh",Dr.B.R.A.Konaseema,"Mummidivaram APMC",Prawn,"Prawn-White Prawn",FAQ,26/07/2026,20000,21000,20000
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Brinjal,Round,Local,26/07/2026,5000,5500,5250
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)","Onion Green","Onion Green",Local,26/07/2026,6500,7000,6750
"Uttar Pradesh",Raebarelli,"Lalganj APMC",Firewood,Firewood,FAQ,26/07/2026,350,350,350
"Uttar Pradesh",Bahraich,"Mihipurwa APMC",Wheat,Hybrid,FAQ,26/07/2026,2400,2400,2400
"Uttar Pradesh","Jalaun (Orai)","Madhogarh APMC",Wheat,Local,FAQ,26/07/2026,2420,2420,2420
Punjab,Gurdaspur,"Dinanagar APMC",Banana,Other,Medium,26/07/2026,3500,4000,3800
Punjab,Gurdaspur,"Dinanagar APMC",Potato,Potato,Medium,26/07/2026,900,1100,1000
Odisha,Sundergarh,"Sargipali APMC",Brinjal,Brinjal,FAQ,26/07/2026,3800,4200,4000
"Andhra Pradesh",Kakinada,"Prattipadu APMC",Paddy(Common),Common,FAQ,26/07/2026,2369,2380,2369
"Andhra Pradesh",Kakinada,"Jaggampet APMC",Paddy(Common),Common,FAQ,26/07/2026,2369,2380,2369
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Banana,"Red Banana",Local,26/07/2026,7400,7800,7600
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,26/07/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Tomato,Local,Local,26/07/2026,1400,1800,1600
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,26/07/2026,6400,6800,6600
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,26/07/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Thondekai,Thondekai,Local,26/07/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,26/07/2026,8000,8500,8250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,26/07/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Onion Green","Onion Green",Local,26/07/2026,5400,5800,5600
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,26/07/2026,6500,7000,6750
"West Bengal","Sounth 24 Parganas","Baruipur(Canning) APMC",Rice,Common,FAQ,26/07/2026,3150,3300,3200
"West Bengal","Sounth 24 Parganas","Baruipur(Canning) APMC",Rice,Fine,FAQ,26/07/2026,4700,4900,4800
"Uttar Pradesh",Banda,"Atarra APMC",Wheat,Dara,FAQ,26/07/2026,2450,2450,2450
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Onion,Bellary,Local,26/07/2026,3500,3800,3650
